group	label	ns	tau	cov	ru	mi	s
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.285	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.286	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.287	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.288	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.289	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.290	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.291	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.292	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.293	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.294	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.295	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.296	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.297	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.298	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.299	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.300	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.301	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.302	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.303	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.304	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.305	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.306	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.307	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.308	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.309	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.310	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.311	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.312	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.313	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.314	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.315	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.316	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.317	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.318	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.319	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.320	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.321	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.322	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.323	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.324	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.325	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.326	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.327	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.328	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.329	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.330	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.331	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.332	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.333	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.334	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.335	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.336	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.337	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.338	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.339	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.340	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.341	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.342	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.343	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.344	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.345	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.346	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.347	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.348	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.349	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.350	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.351	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.352	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.353	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.354	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.355	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.356	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.357	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.358	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.359	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.360	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.361	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.362	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.363	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.364	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.365	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.366	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.367	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.368	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.369	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.370	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.371	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.372	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.373	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.374	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.375	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.376	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.377	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.378	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.379	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.380	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.381	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.382	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.383	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.384	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.385	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.386	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.387	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.388	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.389	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.390	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.391	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.392	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.393	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.394	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.395	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.396	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.397	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.398	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.399	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.400	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.401	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.402	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.403	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.404	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.405	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.406	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.407	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.408	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.409	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.410	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.411	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.412	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.413	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.414	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.415	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.416	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.417	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.418	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.419	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.420	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.421	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.422	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.423	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.424	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.425	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.426	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.427	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.428	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.429	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.430	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.431	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.432	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.433	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.434	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.435	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.436	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.437	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.438	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.439	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.440	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.441	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.442	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.443	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.444	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.445	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.446	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.447	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.448	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.449	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.450	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.451	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.452	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.453	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.454	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.455	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.456	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.457	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.458	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.459	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.460	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.461	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.462	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.463	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.464	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.465	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.466	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.467	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.468	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.469	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.470	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.471	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.472	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.473	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.474	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.475	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.476	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.477	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.478	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.479	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.480	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.481	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.482	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.483	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.484	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.485	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.486	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.487	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.488	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.489	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.490	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.491	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.492	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.493	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.494	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.495	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.496	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.497	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.498	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.499	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.500	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.501	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.502	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.503	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.504	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.505	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.506	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.507	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.508	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.509	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.510	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.511	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.512	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.513	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.514	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.515	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.516	0.605	11.622	1.345	11.700
pred_blast2go.tsv	pred_blast2go.tsv	biological_process	0.517	0.605	11.622	1.345	11.700
